"","State","Date","WindGustSpeed","Temp","Rainfall"
"24409","Northern Territory","2014-10-12",46,33.85,0
"24410","Northern Territory","2014-10-13",48,32.975,0
"24411","Northern Territory","2014-10-14",52,33.65,0
"24412","Northern Territory","2014-10-15",56,31.95,9.4
"24413","Northern Territory","2014-10-16",52,31.1,0
"24414","Northern Territory","2014-10-17",39,31.025,0
"24415","Northern Territory","2014-10-18",43,30.3,0
"24416","Northern Territory","2014-10-19",48,32.15,0
"24417","Northern Territory","2014-10-20",52,32.475,4.4
"24418","Northern Territory","2014-10-21",46,32.2,0
"24419","Northern Territory","2014-10-22",48,32.8,0
"24420","Northern Territory","2014-10-23",46,32.475,0
"24421","Northern Territory","2014-10-24",48,33.45,0
"24422","Northern Territory","2014-10-25",50,33.35,1
"24423","Northern Territory","2014-10-26",44,34.325,0
"24424","Northern Territory","2014-10-27",57,31.675,0
"24425","Northern Territory","2014-10-28",48,33.5,0
"24426","Northern Territory","2014-10-29",39,31.025,0
"24427","Northern Territory","2014-10-30",61,34.3,0
"24428","Northern Territory","2014-10-31",78,34.35,0
"24429","Northern Territory","2014-11-01",50,34.5,0.2
"24430","Northern Territory","2014-11-02",46,33.625,0
"24431","Northern Territory","2014-11-03",85,35.2,0
"24432","Northern Territory","2014-11-04",81,35.05,0.8
"24433","Northern Territory","2014-11-05",63,32.4,5.6
"24434","Northern Territory","2014-11-06",63,31.425,20
"24435","Northern Territory","2014-11-07",48,33.05,0
"24436","Northern Territory","2014-11-08",44,34.075,0
"24437","Northern Territory","2014-11-09",48,33.1,0
"24438","Northern Territory","2014-11-10",56,34.175,0
"24439","Northern Territory","2014-11-11",48,33.1,1.4
"24440","Northern Territory","2014-11-12",67,33.275,14.6
"24441","Northern Territory","2014-11-13",85,35.875,2.4
"24442","Northern Territory","2014-11-14",50,33.375,2.8
"24443","Northern Territory","2014-11-15",52,31.225,3.2
"24444","Northern Territory","2014-11-16",43,32.15,4.8
"24445","Northern Territory","2014-11-17",39,33.575,7.4
"24446","Northern Territory","2014-11-18",37,33.7,0.4
"24447","Northern Territory","2014-11-19",56,34.55,0
"24448","Northern Territory","2014-11-20",52,34.65,0
"24449","Northern Territory","2014-11-21",54,35.55,0
"24450","Northern Territory","2014-11-22",76,34.025,1
"24451","Northern Territory","2014-11-23",59,35.3,1.2
"24452","Northern Territory","2014-11-25",48,31.475,0
"24453","Northern Territory","2014-11-26",61,30.525,29.4
"24454","Northern Territory","2014-11-27",43,30.275,4.6
"24455","Northern Territory","2014-11-28",39,31,104.8
"24456","Northern Territory","2014-11-29",52,34.55,0.6
"24457","Northern Territory","2014-11-30",59,34.15,0.6
"24458","Northern Territory","2014-12-01",65,33.325,0.8
"24459","Northern Territory","2014-12-02",59,34.325,18.4
"24460","Northern Territory","2014-12-03",57,34.45,1.6
"24461","Northern Territory","2014-12-04",57,34.875,1.2
"24462","Northern Territory","2014-12-05",87,36.025,4
"24463","Northern Territory","2014-12-06",56,35.625,0.6
"24464","Northern Territory","2014-12-07",61,33.025,25.4
"24465","Northern Territory","2014-12-08",52,34.3,0.6
"24466","Northern Territory","2014-12-09",69,36.275,0.8
"24467","Northern Territory","2014-12-10",91,33.525,12
"24468","Northern Territory","2014-12-11",65,32.225,18.4
"24469","Northern Territory","2014-12-12",43,31.6,0.2
"24470","Northern Territory","2014-12-13",46,32.775,0
"24471","Northern Territory","2014-12-14",46,35.45,0
"24472","Northern Territory","2014-12-15",87,37.425,3.8
"24473","Northern Territory","2014-12-16",70,34.5,0
"24474","Northern Territory","2014-12-17",74,31.875,1.6
"24475","Northern Territory","2014-12-18",54,32.875,12.8
"24476","Northern Territory","2014-12-19",39,32.025,0
"24477","Northern Territory","2014-12-20",52,34.2,29
"24478","Northern Territory","2014-12-21",59,33.2,34.2
"24479","Northern Territory","2014-12-22",69,34.625,8.6
"24480","Northern Territory","2014-12-23",46,30.9,61.2
"24481","Northern Territory","2014-12-24",41,31.025,15.6
"24482","Northern Territory","2014-12-25",50,30.75,9.4
"24483","Northern Territory","2014-12-26",54,31.025,9.8
"24484","Northern Territory","2014-12-27",52,30.3,0
"24485","Northern Territory","2014-12-28",39,30.675,14
"24486","Northern Territory","2014-12-29",52,30.925,0.6
"24487","Northern Territory","2014-12-30",48,31.4,46.6
"24488","Northern Territory","2014-12-31",76,32.4,53.4
"24489","Northern Territory","2015-01-01",61,34.25,129.4
"24490","Northern Territory","2015-01-02",61,34.625,44.6
"24491","Northern Territory","2015-01-03",56,33.7,5.8
"24492","Northern Territory","2015-01-04",54,32.325,30.6
"24493","Northern Territory","2015-01-05",65,33.525,1
"24494","Northern Territory","2015-01-06",54,31.1,6.8
"24495","Northern Territory","2015-01-07",63,30.2,9.2
"24496","Northern Territory","2015-01-08",59,28.725,57.8
"24497","Northern Territory","2015-01-09",96,29.375,61.6
"24498","Northern Territory","2015-01-10",78,29.175,42.4
"24499","Northern Territory","2015-01-11",50,29.95,25.2
"24500","Northern Territory","2015-01-12",41,31.65,5.6
"24501","Northern Territory","2015-01-13",85,31.95,0.8
"24502","Northern Territory","2015-01-14",54,29.725,0
"24503","Northern Territory","2015-01-15",44,29.95,39.4
"24504","Northern Territory","2015-01-16",48,31.575,23.2
"24505","Northern Territory","2015-01-17",56,32.8,9.2
"24506","Northern Territory","2015-01-18",39,33.15,8.8
"24507","Northern Territory","2015-01-19",44,34,0
"24508","Northern Territory","2015-01-21",56,33.375,0
"24509","Northern Territory","2015-01-22",56,32.575,2.6
"24510","Northern Territory","2015-01-23",56,33.7,14.2
"24511","Northern Territory","2015-01-24",50,34.625,13.6
"24512","Northern Territory","2015-01-25",50,33.075,7.8
"24513","Northern Territory","2015-01-26",43,31.35,31.6
"24514","Northern Territory","2015-01-27",48,29.15,11.2
"24515","Northern Territory","2015-01-28",48,29.55,11.4
"24516","Northern Territory","2015-01-29",44,30.2,30.2
"24517","Northern Territory","2015-01-30",48,31.025,7
"24518","Northern Territory","2015-01-31",44,32.325,17.6
"24519","Northern Territory","2015-02-01",41,33.75,0
"24520","Northern Territory","2015-02-02",67,32.15,10.4
"24521","Northern Territory","2015-02-03",50,31.75,24.2
"24522","Northern Territory","2015-02-04",57,30.7,0
"24523","Northern Territory","2015-02-05",44,30.25,0
"24524","Northern Territory","2015-02-06",43,31.7,0
"24525","Northern Territory","2015-02-07",35,33.125,0
"24526","Northern Territory","2015-02-08",70,34.6,0.2
"24527","Northern Territory","2015-02-09",57,35.125,34
"24528","Northern Territory","2015-02-10",65,35.05,36.6
"24529","Northern Territory","2015-02-11",44,35.05,5.6
"24530","Northern Territory","2015-02-12",56,34.075,3.8
"24531","Northern Territory","2015-02-13",52,34.825,0
"24532","Northern Territory","2015-02-14",70,35.8,13.2
"24533","Northern Territory","2015-02-15",50,35.175,30.2
"24534","Northern Territory","2015-02-16",57,35.425,8.6
"24535","Northern Territory","2015-02-17",44,33.3,0
"24536","Northern Territory","2015-02-18",52,33.325,0.8
"24537","Northern Territory","2015-02-19",52,33.625,1.6
"24538","Northern Territory","2015-02-20",59,33.45,49.2
"24539","Northern Territory","2015-02-21",52,33.3,46.4
"24540","Northern Territory","2015-02-22",50,32.65,11
"24541","Northern Territory","2015-02-23",52,31.275,5
"24542","Northern Territory","2015-02-24",54,30.55,10
"24543","Northern Territory","2015-02-25",39,31.55,2.2
"24544","Northern Territory","2015-02-26",41,34.725,12.4
"24545","Northern Territory","2015-02-27",48,35.175,1.8
"24546","Northern Territory","2015-02-28",46,35.1,68.6
"24547","Northern Territory","2015-03-01",85,31.425,1
"24548","Northern Territory","2015-03-02",50,34.025,6
"24549","Northern Territory","2015-03-03",56,35.975,34.8
"24550","Northern Territory","2015-03-04",52,34.4,6.8
"24551","Northern Territory","2015-03-05",50,31.3,5.8
"24552","Northern Territory","2015-03-06",44,31.325,0
"24553","Northern Territory","2015-03-07",41,30.575,3
"24554","Northern Territory","2015-03-08",39,30.725,0
"24555","Northern Territory","2015-03-09",41,31.3,0
"24556","Northern Territory","2015-03-10",43,31.525,3.6
"24557","Northern Territory","2015-03-11",63,31.525,0
"24558","Northern Territory","2015-03-12",56,31.925,0
"24559","Northern Territory","2015-03-13",48,31.3,22.2
"24560","Northern Territory","2015-03-14",41,32.725,0.8
"24561","Northern Territory","2015-03-15",56,33.35,0
"24562","Northern Territory","2015-03-16",46,32.625,17
"24563","Northern Territory","2015-03-17",43,34.95,2
"24564","Northern Territory","2015-03-18",37,34.6,0
"24565","Northern Territory","2015-03-19",59,35.6,0
"24566","Northern Territory","2015-03-20",59,33.175,15.2
"24567","Northern Territory","2015-03-21",59,33.225,0
"24568","Northern Territory","2015-03-22",57,31.95,0.6
"24569","Northern Territory","2015-03-23",44,30.075,6.2
"24570","Northern Territory","2015-03-24",52,28.15,0
"24571","Northern Territory","2015-03-25",39,27.375,13.6
"24572","Northern Territory","2015-03-26",46,29.025,43.4
"24573","Northern Territory","2015-03-27",46,27.475,102.2
"24574","Northern Territory","2015-03-28",39,29.9,2.2
"24575","Northern Territory","2015-03-29",43,30,0
"24576","Northern Territory","2015-03-30",44,29.975,0
"24577","Northern Territory","2015-03-31",39,30.45,0
"24578","Northern Territory","2015-04-01",44,30.8,0
"24579","Northern Territory","2015-04-02",41,30.75,8.4
"24580","Northern Territory","2015-04-03",46,31.6,0.6
"24581","Northern Territory","2015-04-04",41,31.65,0.2
"24582","Northern Territory","2015-04-05",44,31.575,0
"24583","Northern Territory","2015-04-06",48,31.675,0.4
"24584","Northern Territory","2015-04-07",46,30.925,0
"24585","Northern Territory","2015-04-08",44,29.225,7.4
"24586","Northern Territory","2015-04-09",41,28.975,0
"24587","Northern Territory","2015-04-10",35,30.025,0
"24588","Northern Territory","2015-04-11",33,29.325,0
"24589","Northern Territory","2015-04-12",28,30.1,0
"24590","Northern Territory","2015-04-13",52,29.725,0
"24591","Northern Territory","2015-04-14",41,30.8,1.6
"24592","Northern Territory","2015-04-15",35,30.95,0
"24593","Northern Territory","2015-04-16",52,29.85,0
"24594","Northern Territory","2015-04-17",39,30.45,5.2
"24595","Northern Territory","2015-04-18",41,30.425,2.4
"24596","Northern Territory","2015-04-19",50,30.475,3.2
"24597","Northern Territory","2015-04-20",57,29.825,0
"24598","Northern Territory","2015-04-21",57,28.825,0
"24599","Northern Territory","2015-04-22",39,28.275,0
"24600","Northern Territory","2015-04-23",52,29.475,0
"24601","Northern Territory","2015-04-24",39,29.875,0.4
"24602","Northern Territory","2015-04-25",44,29.3,0
"24603","Northern Territory","2015-04-26",39,27.925,0
"24604","Northern Territory","2015-04-27",48,26.95,0
"24605","Northern Territory","2015-04-28",52,27.525,0
"24606","Northern Territory","2015-04-29",46,28.325,0
"24607","Northern Territory","2015-04-30",48,27.525,0
"24608","Northern Territory","2015-05-01",39,27.7,0
"24609","Northern Territory","2015-05-02",31,27.825,0
"24610","Northern Territory","2015-05-03",26,27.225,0
"24611","Northern Territory","2015-05-04",44,26.9,0
"24612","Northern Territory","2015-05-05",48,27.275,0
"24613","Northern Territory","2015-05-06",46,28,0
"24614","Northern Territory","2015-05-07",50,29.9,0
"24615","Northern Territory","2015-05-08",52,28,0
"24616","Northern Territory","2015-05-09",35,27.075,0
"24617","Northern Territory","2015-05-10",43,27.7,0
"24618","Northern Territory","2015-05-11",46,28.8,0
"24619","Northern Territory","2015-05-12",37,28.875,0
"24620","Northern Territory","2015-05-13",54,26.825,0
"24621","Northern Territory","2015-05-14",59,25.275,0
"24622","Northern Territory","2015-05-15",54,23.85,0
"24623","Northern Territory","2015-05-16",54,24.15,0
"24624","Northern Territory","2015-05-17",39,26.625,0
"24625","Northern Territory","2015-05-18",39,29.275,0
"24626","Northern Territory","2015-05-19",37,29.125,0
"24627","Northern Territory","2015-05-20",35,28.825,0
"24628","Northern Territory","2015-05-21",39,29.2,0
"24629","Northern Territory","2015-05-22",67,29.05,0
"24630","Northern Territory","2015-05-23",43,27.925,0
"24631","Northern Territory","2015-05-24",41,26.6,0
"24632","Northern Territory","2015-05-25",35,27.6,0.8
"24633","Northern Territory","2015-05-26",39,29.25,0.4
"24634","Northern Territory","2015-05-27",44,29.525,0.2
"24635","Northern Territory","2015-05-28",35,29.05,3.2
"24636","Northern Territory","2015-05-29",46,28.675,0
"24637","Northern Territory","2015-05-30",57,27.975,0.6
"24638","Northern Territory","2015-05-31",39,26.375,13.8
"24639","Northern Territory","2015-06-01",50,28.425,0.4
"24640","Northern Territory","2015-06-02",48,29.775,0
"24641","Northern Territory","2015-06-03",54,28.775,0
"24642","Northern Territory","2015-06-04",33,18.325,0
"24643","Northern Territory","2015-06-05",48,27.025,0
"24644","Northern Territory","2015-06-06",50,27.5,0
"24645","Northern Territory","2015-06-07",46,28.2,0
"24646","Northern Territory","2015-06-08",41,28,0
"24647","Northern Territory","2015-06-09",43,27.325,0
"24648","Northern Territory","2015-06-10",48,26.65,0
"24649","Northern Territory","2015-06-11",46,28.3,0
"24650","Northern Territory","2015-06-12",43,28,0
"24651","Northern Territory","2015-06-13",43,27.125,0
"24652","Northern Territory","2015-06-14",33,28.275,2.4
"24653","Northern Territory","2015-06-15",33,28.1,0
"24654","Northern Territory","2015-06-16",39,28.375,0
"24655","Northern Territory","2015-06-17",48,27.675,0
"24656","Northern Territory","2015-06-18",48,28.875,0
"24657","Northern Territory","2015-06-19",39,28.35,0
"24658","Northern Territory","2015-06-20",37,26.275,0
"24659","Northern Territory","2015-06-21",46,24.975,0
"24660","Northern Territory","2015-06-22",39,25.625,0
"24661","Northern Territory","2015-06-23",39,25.775,0
"24662","Northern Territory","2015-06-24",39,27.325,0
"24663","Northern Territory","2015-06-25",54,26.6,0
"24664","Northern Territory","2015-06-26",54,25.2,0
"24665","Northern Territory","2015-06-27",41,25.475,0
"24666","Northern Territory","2015-06-28",39,25.5,0
"24667","Northern Territory","2015-06-29",35,25.9,0
"24668","Northern Territory","2015-06-30",37,26.625,0
"24669","Northern Territory","2015-07-01",43,27.2,0
"24670","Northern Territory","2015-07-02",56,28.275,0
"24671","Northern Territory","2015-07-03",41,27.625,0
"24672","Northern Territory","2015-07-04",44,25.75,0
"24673","Northern Territory","2015-07-05",44,24.3,0
"24674","Northern Territory","2015-07-06",50,26.95,0
"24675","Northern Territory","2015-07-07",44,27.5,0
"24676","Northern Territory","2015-07-08",46,26.7,0
"24677","Northern Territory","2015-07-09",52,26.7,0
"24678","Northern Territory","2015-07-10",37,26.875,0
"24679","Northern Territory","2015-07-11",46,26.975,0
"24680","Northern Territory","2015-07-12",46,27.4,0
"24681","Northern Territory","2015-07-13",52,24.4,0
"24682","Northern Territory","2015-07-14",48,21.75,0
"24683","Northern Territory","2015-07-15",41,23.4,0
"24684","Northern Territory","2015-07-16",46,24,0
"24685","Northern Territory","2015-07-17",50,23.6,0
"24686","Northern Territory","2015-07-18",44,22.8,0
"24687","Northern Territory","2015-07-19",44,23.4,0
"24688","Northern Territory","2015-07-20",39,25.025,0
"24689","Northern Territory","2015-07-21",46,26.45,0
"24690","Northern Territory","2015-07-22",31,24.975,0
"24691","Northern Territory","2015-07-23",52,25.5,0
"24692","Northern Territory","2015-07-24",41,25.45,8
"24693","Northern Territory","2015-07-25",35,27.2,1.2
"24694","Northern Territory","2015-07-26",41,28.45,0
"24695","Northern Territory","2015-07-27",57,28.85,0
"24696","Northern Territory","2015-07-28",48,26.95,0
"24697","Northern Territory","2015-07-29",46,26.925,0
"24698","Northern Territory","2015-07-30",50,27.475,0
"24699","Northern Territory","2015-07-31",50,27,0
"24700","Northern Territory","2015-08-01",46,26.825,0
"24701","Northern Territory","2015-08-02",41,26.65,0
"24702","Northern Territory","2015-08-03",44,26.65,0
"24703","Northern Territory","2015-08-04",48,27,0
"24704","Northern Territory","2015-08-05",43,24.9,0
"24705","Northern Territory","2015-08-06",44,24.525,0
"24706","Northern Territory","2015-08-07",37,25.35,0
"24707","Northern Territory","2015-08-08",39,27.925,0
"24708","Northern Territory","2015-08-09",46,26.125,0
"24709","Northern Territory","2015-08-10",41,26.5,0
"24710","Northern Territory","2015-08-11",41,26.2,0
"24711","Northern Territory","2015-08-12",41,26.325,0
"24712","Northern Territory","2015-08-13",37,26.725,0
"24713","Northern Territory","2015-08-14",44,27.825,0
"24714","Northern Territory","2015-08-15",44,27.05,0
"24715","Northern Territory","2015-08-16",44,26.85,0
"24716","Northern Territory","2015-08-17",44,25.225,0
"24717","Northern Territory","2015-08-18",37,25.2,0
"24718","Northern Territory","2015-08-19",37,24.75,0
"24719","Northern Territory","2015-08-20",54,25.675,0
"24720","Northern Territory","2015-08-21",43,26.5,0
"24721","Northern Territory","2015-08-22",57,26.4,0
"24722","Northern Territory","2015-08-23",46,26.475,0
"24723","Northern Territory","2015-08-24",35,27.075,0
"24724","Northern Territory","2015-08-25",44,28.825,0
"24725","Northern Territory","2015-08-26",43,28.325,0.4
"24726","Northern Territory","2015-08-27",43,27,0
"24727","Northern Territory","2015-08-28",46,28.475,0
"24728","Northern Territory","2015-08-29",35,27.725,0
"24729","Northern Territory","2015-08-30",44,27.45,0
"24730","Northern Territory","2015-08-31",57,28.025,1
"24731","Northern Territory","2015-09-01",59,28.35,0.4
"24732","Northern Territory","2015-09-02",54,28,0.2
"24733","Northern Territory","2015-09-03",37,28.35,0
"24734","Northern Territory","2015-09-04",37,28.375,0
"24735","Northern Territory","2015-09-05",33,28.6,0
"24736","Northern Territory","2015-09-06",43,27.725,0
"24737","Northern Territory","2015-09-07",44,28,0
"24738","Northern Territory","2015-09-08",41,27.375,0
"24739","Northern Territory","2015-09-09",57,29.475,0
"24740","Northern Territory","2015-09-10",52,29.15,0
"24741","Northern Territory","2015-09-11",52,28.45,0
"24742","Northern Territory","2015-09-12",50,28.6,0
"24743","Northern Territory","2015-09-13",46,28.875,0
"24744","Northern Territory","2015-09-14",39,28.45,0
"24745","Northern Territory","2015-09-15",48,29.025,0
"24746","Northern Territory","2015-09-16",37,29.2,0
"24747","Northern Territory","2015-09-17",48,28.65,0
"24748","Northern Territory","2015-09-18",41,28.925,0
"24749","Northern Territory","2015-09-19",35,29.05,0
"24750","Northern Territory","2015-09-20",37,29.85,0
"24751","Northern Territory","2015-09-21",44,29.2,0
"24752","Northern Territory","2015-09-22",50,30.225,0
"24753","Northern Territory","2015-09-23",56,28.975,0
"24754","Northern Territory","2015-09-24",50,28.35,1.6
"24755","Northern Territory","2015-09-25",43,27.7,1.8
"24756","Northern Territory","2015-09-26",39,28.625,0
"24757","Northern Territory","2015-09-27",35,28.625,0
"24758","Northern Territory","2015-09-28",37,28.4,0
"24759","Northern Territory","2015-09-29",39,28.875,0
"24760","Northern Territory","2015-09-30",43,29.525,0
"24761","Northern Territory","2015-10-01",50,29.925,0
"24762","Northern Territory","2015-10-02",56,29.375,0
"24763","Northern Territory","2015-10-03",50,29.225,0
"24764","Northern Territory","2015-10-04",50,29.325,0
"24765","Northern Territory","2015-10-05",56,29.425,0
"24766","Northern Territory","2015-10-06",52,27.55,42.6
"24767","Northern Territory","2015-10-07",52,28.225,0
"24768","Northern Territory","2015-10-08",65,29.575,0
"24769","Northern Territory","2015-10-09",50,29.975,0
"24770","Northern Territory","2015-10-10",44,29.775,0
"24771","Northern Territory","2015-10-11",50,29.6,0
"24772","Northern Territory","2015-10-12",46,29.2,0
"24773","Northern Territory","2015-10-13",46,29.325,0
"24774","Northern Territory","2015-10-14",37,31.225,0
"24775","Northern Territory","2015-10-15",41,32.05,0
"24776","Northern Territory","2015-10-16",69,33,0
"24777","Northern Territory","2015-10-17",65,32.775,0
"24778","Northern Territory","2015-10-18",48,32.6,0
"24779","Northern Territory","2015-10-19",46,31.35,0
"24780","Northern Territory","2015-10-20",48,32.725,0
"24781","Northern Territory","2015-10-21",43,29.95,0
"24782","Northern Territory","2015-10-22",50,30.475,0
"24783","Northern Territory","2015-10-23",44,30.325,0
"24784","Northern Territory","2015-10-24",48,31.05,0
"24785","Northern Territory","2015-10-25",56,32.575,0
"24786","Northern Territory","2015-10-26",50,33.2,0
"24787","Northern Territory","2015-10-27",44,32.25,0
"24788","Northern Territory","2015-10-28",54,32.925,0
"24789","Northern Territory","2015-10-29",56,30.8,0.4
"24790","Northern Territory","2015-10-30",57,30.975,0
"24791","Northern Territory","2015-10-31",39,32.825,1
"24792","Northern Territory","2015-11-01",48,33.425,0
"24793","Northern Territory","2015-11-02",76,36.05,0
"24794","Northern Territory","2015-11-03",67,31.1,21.4
"24795","Northern Territory","2015-11-04",41,30.775,1
"24796","Northern Territory","2015-11-05",30,29.225,0
"24797","Northern Territory","2015-11-06",39,31.35,0.4
"24798","Northern Territory","2015-11-07",46,34.175,0
"24799","Northern Territory","2015-11-08",44,32.75,0
"24800","Northern Territory","2015-11-09",48,32.2,0
"24801","Northern Territory","2015-11-10",44,31.4,0
"24802","Northern Territory","2015-11-11",54,32.175,0
"24803","Northern Territory","2015-11-12",46,34.525,5.4
"24804","Northern Territory","2015-11-13",48,32.15,0
"24805","Northern Territory","2015-11-14",76,30.325,0
"24806","Northern Territory","2015-11-15",50,28.7,44.6
"24807","Northern Territory","2015-11-16",67,31.125,0
"24808","Northern Territory","2015-11-17",44,32.2,0.6
"24809","Northern Territory","2015-11-18",39,33.75,0
"24810","Northern Territory","2015-11-19",50,34.85,0
"24811","Northern Territory","2015-11-20",57,35.35,5
"24812","Northern Territory","2015-11-21",50,31.325,0
"24813","Northern Territory","2015-11-22",44,31.2,0
"24814","Northern Territory","2015-11-23",44,31.825,0
"24815","Northern Territory","2015-11-24",43,32.675,0
"24816","Northern Territory","2015-11-25",69,35.15,0
"24817","Northern Territory","2015-11-26",72,32.425,0
"24818","Northern Territory","2015-11-27",46,30.6,27.4
"24819","Northern Territory","2015-11-28",46,32.575,0
"24820","Northern Territory","2015-11-29",57,33.05,0
"24821","Northern Territory","2015-11-30",70,31.95,1.4
"24822","Northern Territory","2015-12-01",61,31.425,7.4
"24823","Northern Territory","2015-12-02",52,29.275,1.8
"24824","Northern Territory","2015-12-03",43,31.35,0
"24825","Northern Territory","2015-12-04",35,31.4,0
"24826","Northern Territory","2015-12-05",57,35.425,0
"24827","Northern Territory","2015-12-06",61,34.175,0
"24828","Northern Territory","2015-12-07",56,32.3,15.2
"24829","Northern Territory","2015-12-08",48,31.25,4.6
"24830","Northern Territory","2015-12-09",57,34.025,25.8
"24831","Northern Territory","2015-12-10",61,34.25,1.4
"24832","Northern Territory","2015-12-11",57,33.65,0.4
"24833","Northern Territory","2015-12-12",41,30.8,13.2
"24834","Northern Territory","2015-12-13",69,34.45,0
"24835","Northern Territory","2015-12-14",65,35.225,0
"24836","Northern Territory","2015-12-15",57,31.875,8.6
"24837","Northern Territory","2015-12-16",63,30.475,11.8
"24838","Northern Territory","2015-12-17",59,32.075,2.4
"24839","Northern Territory","2015-12-18",50,32.1,8.6
"24840","Northern Territory","2015-12-19",61,33.15,0
"24841","Northern Territory","2015-12-20",59,28.65,4.6
"24842","Northern Territory","2015-12-21",44,29.2,33.6
"24843","Northern Territory","2015-12-22",56,27.95,16.8
"24844","Northern Territory","2015-12-23",67,29.8,49.4
"24845","Northern Territory","2015-12-24",83,34.1,122.8
"24846","Northern Territory","2015-12-25",78,33.7,70.8
"24847","Northern Territory","2015-12-26",70,28.45,4.6
"24848","Northern Territory","2015-12-27",69,28.125,43.2
"24849","Northern Territory","2015-12-28",56,29.025,0.4
"24850","Northern Territory","2015-12-29",56,29.35,0
"24851","Northern Territory","2015-12-30",59,32.15,15.6
"24852","Northern Territory","2015-12-31",56,30.45,48.4
"24853","Northern Territory","2016-01-01",65,30.375,1.4
"24854","Northern Territory","2016-01-02",50,30.225,0.2
"24855","Northern Territory","2016-01-03",54,32.5,0
"24856","Northern Territory","2016-01-04",54,32.425,0
"24857","Northern Territory","2016-01-05",46,32,0
"24858","Northern Territory","2016-01-06",41,33.35,0
"24859","Northern Territory","2016-01-07",56,33.25,0
"24860","Northern Territory","2016-01-08",41,29.775,0
"24861","Northern Territory","2016-01-09",35,31.075,20
"24862","Northern Territory","2016-01-10",56,34.7,0
"24863","Northern Territory","2016-01-11",70,34.175,20
"24864","Northern Territory","2016-01-12",93,32.75,0.6
"24865","Northern Territory","2016-01-13",56,32.15,7
"24866","Northern Territory","2016-01-14",63,29,8.2
"24867","Northern Territory","2016-01-15",52,29.875,7.2
"24868","Northern Territory","2016-01-16",69,29.9,0
"24869","Northern Territory","2016-01-17",31,30.5,4.8
"24870","Northern Territory","2016-01-18",33,33.1,0
"24871","Northern Territory","2016-01-19",57,33.825,0
"24872","Northern Territory","2016-01-20",35,30.7,2.2
"24873","Northern Territory","2016-01-21",43,28.1,18.6
"24874","Northern Territory","2016-01-22",30,31.3,10
"24875","Northern Territory","2016-01-23",31,30.975,0
"24876","Northern Territory","2016-01-24",78,30.05,20.8
"24877","Northern Territory","2016-01-25",37,29.525,16.4
"24878","Northern Territory","2016-01-26",37,31.225,21.8
"24879","Northern Territory","2016-01-27",35,32.425,0
"24880","Northern Territory","2016-01-28",44,30.8,0.2
"24881","Northern Territory","2016-01-29",41,29.775,3.8
"24882","Northern Territory","2016-01-30",52,28.9,0.2
"24883","Northern Territory","2016-01-31",52,31.425,39.4
"24884","Northern Territory","2016-02-01",54,33.325,4.6
"24885","Northern Territory","2016-02-02",46,32.825,11.6
"24886","Northern Territory","2016-02-03",43,29.675,5.4
"24887","Northern Territory","2016-02-04",54,29.25,2.4
"24888","Northern Territory","2016-02-05",43,28.625,0.2
"24889","Northern Territory","2016-02-06",50,29.15,7.8
"24890","Northern Territory","2016-02-07",52,31.55,0
"24891","Northern Territory","2016-02-08",63,29.75,0.8
"24892","Northern Territory","2016-02-09",54,32.725,0
"24893","Northern Territory","2016-02-10",52,33.1,0
"24894","Northern Territory","2016-02-11",56,33.375,2.2
"24895","Northern Territory","2016-02-12",39,33.275,9.8
"24896","Northern Territory","2016-02-13",48,34.275,0.4
"24897","Northern Territory","2016-02-14",67,33.55,9.6
"24898","Northern Territory","2016-02-15",70,31.275,5.2
"24899","Northern Territory","2016-02-16",59,29.95,17.2
"24900","Northern Territory","2016-02-17",43,31.35,0
"24901","Northern Territory","2016-02-18",41,31.6,0
"24902","Northern Territory","2016-02-19",57,33.275,0
"24903","Northern Territory","2016-02-20",37,32.125,8.2
"24904","Northern Territory","2016-02-21",52,33.6,0
"24905","Northern Territory","2016-02-22",43,33.375,9
"24906","Northern Territory","2016-02-23",48,35.15,0
"24907","Northern Territory","2016-02-24",57,35.7,3.2
"24908","Northern Territory","2016-02-25",70,35.4,40.4
"24909","Northern Territory","2016-02-26",39,30.525,26.2
"24910","Northern Territory","2016-02-27",39,30.575,17.8
"24911","Northern Territory","2016-02-28",37,31.5,2.8
"24912","Northern Territory","2016-02-29",35,32,0
"24913","Northern Territory","2016-03-01",41,31.45,0
"24914","Northern Territory","2016-03-02",44,33.075,0
"24915","Northern Territory","2016-03-03",50,35.075,0
"24916","Northern Territory","2016-03-04",39,34.175,0
"24917","Northern Territory","2016-03-05",67,34.425,0
"24918","Northern Territory","2016-03-06",54,32.55,7.4
"24919","Northern Territory","2016-03-07",43,30.55,28.6
"24920","Northern Territory","2016-03-08",54,31.525,7.4
"24921","Northern Territory","2016-03-09",39,30.35,6.6
"24922","Northern Territory","2016-03-10",33,30.325,4.8
"24923","Northern Territory","2016-03-11",50,31.5,1.6
"24924","Northern Territory","2016-03-12",48,31.85,6
"24925","Northern Territory","2016-03-13",43,31.8,0
"24926","Northern Territory","2016-03-14",56,30.925,1.6
"24927","Northern Territory","2016-03-15",70,29.275,2.4
"24928","Northern Territory","2016-03-16",50,31.475,20.8
"24929","Northern Territory","2016-03-17",56,33.925,3
"24930","Northern Territory","2016-03-18",48,30.675,9.4
"24931","Northern Territory","2016-03-19",67,29,1.8
